1216
0	30	1260	18	1800	1470	0.121	1
0	18	1290	45	5040	1470	0.121	1
0	17	1320	33	3360	1470	0.473	1
0	6	1320	45	6480	1470	0.121	1
0	30	1260	45	5040	1470	0.121	1
0	33	1140	20	3660	1470	0.121	1
0	20	840	33	3300	1470	0.121	1
0	6	1320	40	3300	1470	0.121	1
0	18	0	33	480	1470	0.121	1
0	15	1200	8	1410	19992	343.75	0
0	44	1200	25	1800	19992	759	0
0	44	1200	21	1800	19992	759	0
0	25	1200	44	1800	19992	302.5	0
0	33	1260	30	1860	1470	0.121	1
0	33	1260	13	1920	1470	0.121	1
0	41	1200	44	1800	19992	467.5	0
0	30	1260	36	5040	1470	0.121	1
0	33	1140	45	5040	1470	0.121	1
0	18	1290	36	5040	1470	0.121	1
0	17	1140	8	1500	19992	343.75	0
0	40	1260	18	1860	1470	0.121	1
0	44	1200	8	2460	19992	1705	0
0	22	1020	8	1200	1470	0.121	1
0	40	1230	33	1920	1470	0.121	1
0	6	1320	32	3180	1470	0.121	1
0	18	1320	30	1800	1470	0.121	1
0	44	1200	41	1800	19992	467.5	0
0	33	1140	36	5040	1470	0.121	1
0	44	1200	19	1800	19992	357.5	0
0	6	1320	43	5040	1470	0.121	1
0	45	900	13	4800	1470	0.121	1
0	18	1290	32	1500	1470	0.121	1
0	18	1320	6	3300	1470	0.121	1
0	20	840	30	3300	1470	0.121	1
0	17	1320	40	2640	1470	0.462	1
0	43	900	18	3300	1470	0.121	1
0	45	900	40	3600	1470	0.121	1
0	24	480	44	3780	19992	528	0
0	36	900	33	4800	1470	0.121	1
0	2	1260	8	1439	19992	291.5	0
0	20	840	6	4080	1470	0.121	1
0	32	1380	18	1860	1470	0.121	1
0	20	840	40	1860	1470	0.121	1
0	20	840	13	3360	1470	0.121	1
0	6	1320	36	6480	1470	0.121	1
0	6	1320	30	3360	1470	0.121	1
0	33	1140	32	1860	1470	0.121	1
0	36	900	13	4800	1470	0.121	1
0	17	1320	30	1920	1470	0.374	1
0	18	1320	13	1860	1470	0.121	1
0	40	1200	20	2220	1470	0.121	1
0	6	1320	13	1920	1470	0.121	1
0	44	660	10	840	1470	0.253	1
0	34	1140	8	1439	19992	327.25	0
0	17	960	20	3480	1470	0.506	1
0	30	1260	33	1920	1470	0.121	1
0	18	1290	40	1860	1470	0.121	1
