8778
1	21418993	33	0	4	2880	7.6	2880
1	21419600	1	0	2	2880	26.2	2880
1	21419668	1	0	33	1440	21.2	1440
1	21420085	16	0	4	1440	0.6	1440
1	21420180	16	0	16	1440	73.6	1440
1	21420246	16	0	14	1440	28.2	1440
1	21420256	16	0	4	1440	1.4	1440
1	21420460	16	0	16	1440	35.4	1440
1	21420461	16	0	16	1440	5.6	1440
1	21420484	16	0	16	1440	47.6	1440
1	21420486	16	0	34	1440	25.3	1440
1	21420587	7	0	33	4320	3	4320
1	21420848	16	0	1000	1440	16.3	1440
1	21421422	33	0	16	2880	114.6	2880
1	21421479	1	0	5	1440	2.1	1440
1	21421625	1	0	1000	1440	2	1440
1	21421710	1	0	33	1440	0.5	1440
1	21422142	1	0	35	2880	12.7	2880
1	21422161	1	0	1	1440	895	1440
1	21422457	1	0	1000	1440	23.3	1440
1	21422525	1	0	14	1440	22.9	1440
1	21422562	1	0	14	1440	21	1440
1	21422564	1	0	16	1440	6.6	1440
1	21422639	1	0	1000	1440	30.4	1440
1	21422648	1	0	1000	1440	0.1	1440
1	21422653	1	0	16	1440	0.2	1440
1	21422654	1	0	33	1440	24.2	1440
1	21422666	1	0	1000	1440	0.8	1440
1	21422676	1	0	45	1440	1.2	1440
1	21422733	31	0	4	4320	573	4320
1	21422746	1	0	33	1440	0.2	1440
1	21422768	1	0	1000	1440	0.2	1440
1	21422771	1	0	19	1440	59.2	1440
1	21422782	1	0	26	1440	3.2	1440
1	21422946	7	0	13	4320	1.6	4320
1	21423056	1	0	3	1440	0.5	1440
1	21423057	1	0	3	1440	0.5	1440
1	21423151	1	0	19	4320	323.4	4320
1	21423153	1	0	1000	1440	4894.7	1440
1	21423170	1	0	1000	1440	628.5	1440
1	21423225	1	0	13	4320	3.3	4320
1	21423265	7	0	33	4320	547	4320
1	21423266	7	0	33	4320	324	4320
1	21423284	7	0	33	4320	60	4320
1	21423425	7	0	26	4320	460	4320
1	21423630	7	0	39	4320	485	4320
1	21423664	7	0	33	4320	4.3	4320
1	21423681	16	0	8	4320	0.6	4320
1	21423704	7	0	4	4320	30.6	4320
1	21423716	7	0	14	4320	136	4320
1	21423780	1	0	33	1440	1.3	1440
1	21423867	1	0	1000	4320	8	4320
1	21424040	16	0	1000	1440	1.2	1440
1	21424067	8	0	13	4320	1	4320
1	21424258	1	0	4	4320	1462	4320
1	21424278	1	0	1000	1440	0.4	1440
1	21424427	1	0	33	1440	1.2	1440
1	21424973	1	0	16	1440	1.8	1440
1	21425007	1	0	39	1440	16.1	1440
1	21425017	1	0	10	1440	49.8	1440
1	21425025	1	0	1000	1440	26.5	1440
1	21425076	1	0	38	1440	3.4	1440
1	21425106	4	0	16	4320	6	4320
1	21425144	4	0	22	4320	104	4320
1	21425240	1	0	34	1440	52.5	1440
1	21425260	1	0	35	2880	1.7	2880
1	21425274	1	0	1000	4320	23.4	4320
1	21425286	1	0	44	2880	59.6	2880
1	21425399	1	0	19	4320	54.2	4320
1	21425403	1	0	1000	1440	45.2	1440
1	21425428	1	0	1000	1440	1.2	1440
1	21425435	1	0	4	4320	1	4320
1	21425477	1	0	27	2880	60.3	2880
1	21425536	1	0	13	4320	221	4320
1	21425552	31	0	1000	1440	117.8	1440
1	21425572	1	0	39	4320	6	4320
1	21425579	1	0	27	2880	198	2880
1	21425580	1	0	43	2880	14	2880
1	21425607	4	0	23	4320	41	4320
1	21425789	1	0	2	2880	58.4	2880
1	21425925	4	0	7	4320	1	4320
1	21425944	4	0	26	4320	18	4320
1	21425965	4	0	14	4320	10	4320
1	21426295	1	0	1000	1440	0.4	1440
1	21426458	1	0	45	1440	1.2	1440
1	21426518	1	0	1000	4320	92	4320
1	21426533	4	0	16	1440	2	1440
1	21426660	4	0	34	4320	51	4320
1	21426665	1	0	16	4320	65	4320
1	21426786	1000	0	16	4320	165	4320
1	21426794	1	0	33	2880	433	2880
1	21426817	4	0	8	4320	110	4320
1	21426836	4	0	14	4320	205	4320
1	21426844	4	0	19	4320	685	4320
1	21426882	4	0	10	1440	9	1440
1	21426948	4	0	26	4320	96	4320
1	21426966	1	0	33	4320	53	4320
1	21427004	1	0	7	4320	96	4320
1	21427034	1	0	22	4320	45	4320
1	21427112	4	0	26	4320	123	4320
1	21427139	1	0	28	4320	222	4320
1	21427193	4	0	7	4320	208	4320
